title,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
"Casanova, Last Love",https://www.nytimes.com/2021/07/14/movies/casanova-last-love-review-reappraising-a-philanderer.html,benoît jacquot’s erotic costume drama envisions the italian playboy as a weathered sad sack living in exile.,the new york times,"subject: movies;persons: jacquot, benoit;creative_works: casanova, last love (movie);",2021-07-14t22:12:43+0000,312,"‘casanova, last love’ review: reappraising a philanderer",none,none,"casanova, last love",none,none,none,by beatrice loayza,none,false,/svdbhdj37rdyzm0vvvjxzulbt5r.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://lesfilmsdufleuve.be/en/movies/dernier-amour,504605,tt9105628,fr,dernier amour,"year 1763. forced into exile, the famous libertine giacomo casanova leaves paris and travels to london, where he meets marianne de charpillon, a young prostitute to whom he is so attracted that he forgets about the other women.",6.31,/3bafwaagg74b8vezvm8uev7pcji.jpg,"[{'id': 1249, 'logo_path': none, 'name': 'les films du lendemain', 'origin_country': 'fr'}, {'id': 26568, 'logo_path': none, 'name': 'jpg films', 'origin_country': 'fr'}, {'id': 856, 'logo_path': '/3tfzs2crx6ntbu927xzhxepda6y.png', 'name': 'wild bunch', 'origin_country': 'fr'}, {'id': 591, 'logo_path': '/q5i5rdwmeiqonmfajgd2lraeojy.png', 'name': 'france 3 cinéma', 'origin_country': 'fr'}, {'id': 1926, 'logo_path': '/sorcydqs61kwwqriizpibpgvvag.png', 'name': 'les films du fleuve', 'origin_country': 'be'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9ptcrjszut06.png', 'name': 'canal+', 'origin_country': 'fr'}, {'id': 10611, 'logo_path': '/zq4fgaennkwfszyygxrcuzwpmdg.png', 'name': 'ciné+', 'origin_country': 'fr'}, {'id': 7131, 'logo_path': '/elvjhpyz12gr58lrdgg6mxzp2a3.png', 'name': 'france télévisions', 'origin_country': 'fr'}, {'id': 9122, 'logo_path': '/hwrot7zhlrzfebkiu4ortvhuqxl.png', 'name': 'cohen media group', 'origin_country': 'us'}]","[{'iso_3166_1': 'be', 'name': 'belgium'}, {'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-03-20,0,99,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}, {'english_name': 'german', 'iso_639_1': 'de', 'name': 'deutsch'}, {'english_name': 'italian', 'iso_639_1': 'it', 'name': 'italiano'}]",released,,false,4.75,34
Running Against the Wind,https://www.nytimes.com/2021/07/08/movies/running-against-the-wind-review.html,two childhood best friends reunite in this unfocused yet uplifting sports drama by the filmmaker jan philipp weyl.,the new york times,"subject: movies;creative_works: running against the wind (movie);persons: weyl, jan philipp;",2021-07-08t11:00:05+0000,342,‘running against the wind’ review: love and friendship in addis ababa,none,none,running against the wind,none,none,none,by beatrice loayza,none,false,/ldtivhu6vvts63dpsqx5hlzu7wn.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",,631831,tt9723240,am,የነፋሱ ፍልሚያ,"the film follows the fate of two boys, one of whom hopes to become an olympic runner and the other a photographer.",1.452,/afv8m9swczanrkyojusft9iueow.jpg,"[{'id': 123848, 'logo_path': none, 'name': 'r&b räuber & banditen film', 'origin_country': ''}]","[{'iso_3166_1': 'et', 'name': 'ethiopia'}, {'iso_3166_1': 'de', 'name': 'germany'}]",2023-07-20,0,112,"[{'english_name': 'amharic', 'iso_639_1': 'am', 'name': ''}]",released,,false,6.5,0
Undine,https://www.nytimes.com/2021/06/03/movies/undine-review.html,"paula beer and franz rogowski, who made an impression in 2019’s “transit,” are reunited by the director christian petzold for this adaptation of a european myth.",the new york times,"subject: movies;persons: petzold, christian;persons: rogowski, franz;creative_works: undine (movie);persons: beer, paula (1995- );",2021-06-03t11:00:08+0000,535,‘undine’ review: love in and out of the water,critic’s pick,none,she’s like a sprite out of water,none,none,none,by glenn kenny,none,false,/tefwtxfilq85r4jfz0wygogdibb.jpg,none,0,"[{'id': 14, 'name': 'fantasy'}, {'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.the-match-factory.com/catalogue/films/undine.html,615761,tt11617052,de,undine,"undine is a historian and tour guide at the berlin city museum specializing in urban development, while christoph is an industrial diver. linked by a love of the water, the two form an intense bond, which can only do so much to help undine overcome the considerable baggage of her former affair.",19.83,/i6tfhxy3in1yantexvx8owtrkzc.jpg,"[{'id': 138, 'logo_path': none, 'name': 'schramm film', 'origin_country': 'de'}, {'id': 223, 'logo_path': '/pdthrbcuxnlrgnwnmlfrxv5zy3t.png', 'name': 'les films du losange', 'origin_country': 'fr'}, {'id': 4606, 'logo_path': '/otzhbf1hmzlrqszfsqjxkf8ehz7.png', 'name': 'zdf', 'origin_country': 'de'}, {'id': 587, 'logo_path': '/6uipeurdjnmcjpwgtdrzvruwadr.png', 'name': 'arte', 'origin_country': 'de'}, {'id': 94, 'logo_path': '/huc7hqorvuthgirenrbchmqvua0.png', 'name': 'arte france cinéma', 'origin_country': 'fr'}]","[{'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'de', 'name': 'germany'}]",2020-07-01,0,90,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'german', 'iso_639_1': 'de', 'name': 'deutsch'}, {'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}]",released,,false,6.481,207
This Town,https://www.nytimes.com/2021/05/20/movies/this-town-review.html,this small-town comedy from new zealand looks at the romance between a country girl and a man accused of killing his family.,the new york times,"subject: movies;creative_works: this town (movie);persons: white, david (director);",2021-05-20t20:19:17+0000,287,‘this town’ review: love and rifles,none,none,this town,none,none,none,by devika girish,none,false,/cqbl6unhkrpbqimfyrglmnhexam.jpg,none,0,"[{'id': 35, 'name': 'comedy'}]",https://www.flicks.co.nz/movie/this-town-2020/,673640,tt8171236,en,this town,"five years after being acquitted for the murder of his family, sean (white) is finally ready to move on with life. but the bitter ex-cop (malcolm) who led the investigation remains adamant that he's guilty - and will stop at nothing to bring him down.",0.973,/xnk5gugwctmikwlgxasvxxgl6lk.jpg,"[{'id': 654, 'logo_path': none, 'name': 'south pacific pictures', 'origin_country': 'nz'}]","[{'iso_3166_1': 'nz', 'name': 'new zealand'}]",2020-04-30,0,91,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,"a comedy about love, murder and finding the one.",false,5.8,4
Monday,https://www.nytimes.com/2021/04/15/movies/monday-review.html,"fiery physical contact keeps an expat couple together in greece, and the sex scenes are enough for a half-dozen movies.",the new york times,"subject: movies;persons: papadimitropoulos, argyris;persons: stan, sebastian;persons: gough, denise (1980- );creative_works: monday (movie);",2021-04-15t11:00:08+0000,349,‘monday’ review: a year of love and its hangovers,none,none,monday,none,none,none,by glenn kenny,none,false,/3lqsknbvksr5cqduisvqf51pvhl.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.monday.movie,550524,tt8884906,en,monday,"a spark on a friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable monday?",13.945,/o4gc5quicbtiw6mgkpvdwkaifvs.jpg,"[{'id': 19246, 'logo_path': '/4zrezftf94tyg4wrb599grs0reu.png', 'name': 'faliro house productions', 'origin_country': 'gr'}, {'id': 7625, 'logo_path': '/kzq4ibnnezrp00zpbwv3st1qcoh.png', 'name': 'automatik entertainment', 'origin_country': 'us'}, {'id': 20277, 'logo_path': '/aomeuwzlibjgxhfuzq7htvk7unb.png', 'name': 'protagonist pictures', 'origin_country': 'gb'}, {'id': 6605, 'logo_path': '/6efqflbaefmwiwa2echjojr4ur9.png', 'name': 'oxymoron films', 'origin_country': 'gr'}, {'id': 5654, 'logo_path': '/b7vmfp8iniy9djmvie3yzskeg5l.png', 'name': 'dj films', 'origin_country': 'gb'}, {'id': 51401, 'logo_path': '/fvs0ghiwugjwphj2vjonkaolyi5.png', 'name': 'blonde audiovisual productions', 'origin_country': 'gr'}, {'id': 152785, 'logo_path': none, 'name': 'wishmore', 'origin_country': 'us'}, {'id': 115308, 'logo_path': '/ic7haszcmzaalv9rydjzjll5vu6.png', 'name': 'cosmote tv', 'origin_country': 'gr'}]","[{'iso_3166_1': 'gr', 'name': 'greece'}, {'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-09-11,0,116,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}]",released,love is no small thing.,false,6.659,157
Ride or Die,https://www.nytimes.com/2021/04/15/movies/ride-or-die-review.html,"after upending her life, a woman runs away with her longtime crush in this puzzling japanese drama.",the new york times,"subject: movies;creative_works: ride or die (movie);persons: hiroki, ryuichi;",2021-04-15t11:00:03+0000,338,‘ride or die’ review: killing for love,none,none,this is somehow a love that’s worth killing for,none,none,none,by natalia winkelman,none,false,/dubtr5cxacyfbyz41ch806omyj9.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}, {'id': 53, 'name': 'thriller'}]",https://www.netflix.com/title/81261676,796849,tt14164234,ja,彼女,"rei helps the woman she's been in love with for years escape her abusive husband. while on the run, their feelings for each other catch fire.",28.598,/c7jzcvk4ozy1u7hyifboaskkpp5.jpg,"[{'id': 59118, 'logo_path': '/9ntcebggaai5swkv8gy2vny0mb5.png', 'name': 'kodansha', 'origin_country': 'jp'}, {'id': 9149, 'logo_path': '/islupud9n56ifftjz4xvzwbbpog.png', 'name': 'shogakukan', 'origin_country': 'jp'}]","[{'iso_3166_1': 'jp', 'name': 'japan'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-04-15,0,142,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",released,,false,6.779,147
Luz,https://www.nytimes.com/2021/03/18/movies/luz-review.html,"in this romantic drama from jon garcia, two men find love in prison, then try to make it work on the outside.",the new york times,"subject: movies;creative_works: luz (movie);persons: garcia, jon (1979- );",2021-03-18t11:00:08+0000,296,‘luz’ review: love in and out of lockup,none,none,luz,none,none,none,by teo bugbee,none,false,none,none,0,[],,1193055,none,es,luz,,0.6,/xkg6juksby26gf1tcbcbcqhagpe.jpg,[],[],2023-10-31,0,0,[],released,,false,0.0,0
Happily,https://www.nytimes.com/2021/03/18/movies/happily-review.html,"in this keeps-you-guessing comedy, joel mchale and kerry bishé play a couple married for 14 years whose mutual passion is undimmed, to the annoyance of their friends.",the new york times,"subject: movies;creative_works: happily (movie);persons: grabinski, bendavid;",2021-03-18t11:00:06+0000,344,‘happily’ review: does long-lived love mean you need treatment?,none,none,happily,none,none,none,by glenn kenny,none,false,/ka0gfqdo4vfrg2zespwvv9j0xng.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 10749, 'name': 'romance'}, {'id': 878, 'name': 'science fiction'}, {'id': 53, 'name': 'thriller'}]",https://www.commonwall.com/films/happily,673319,tt9849004,en,happily,"tom and janet have been happily married for years. but a visit from a mysterious stranger leads to a dead body, a lot of questions, and a tense couples' trip with friends who may not actually be friends at all.",11.55,/ucv98joixwd0smicfhfncuo5chs.jpg,"[{'id': 5717, 'logo_path': '/nxwzn5d7uyjhbuvaqoipfpd3jxw.png', 'name': 'electric dynamite', 'origin_country': 'us'}, {'id': 125088, 'logo_path': '/oig9ypva0nokhpowacvspcya2i7.png', 'name': 'common wall media', 'origin_country': 'us'}, {'id': 41945, 'logo_path': '/3lb6fsbpbxaeofxtnk1xzn70qb9.png', 'name': 'indy entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-03-19,0,96,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,a killer romantic comedy.,false,5.672,102
This Is the Life,https://www.nytimes.com/2021/02/23/movies/this-is-the-life-review.html,"ava duvernay’s 2008 documentary, now streaming on netflix, is a personal love letter to a slice of los angeles’s 1990s hip-hop scene.",the new york times,"subject: documentary films and programs;subject: rap and hip-hop;persons: duvernay, ava;subject: black people;subject: blacks;glocations: california;glocations: los angeles (calif);creative_works: this is the life (movie);",2021-02-23t19:47:00+0000,470,‘this is the life’ review: a valuable part of hip-hop history,critic’s pick,none,a love letter to 1990s california hip-hop,none,none,none,by robert daniels,none,false,none,none,0,"[{'id': 99, 'name': 'documentary'}, {'id': 10402, 'name': 'music'}]",http://www.goodlifelove.com,97399,tt1178658,en,this is the life,"in 1989, a collective of young hip hop artists gathered at a health food café in south central los angeles. their mandate? to reject gang culture and expand the musical boundaries of hip hop. duvernay's documentary chronicles the historic legacy of the good life cafe — the open mic nights that became an l.a. institution, the eclectic array of talented young mcs that emerged there, the alternative hip hop movement they developed, and their worldwide influence on the artform.",2.122,/3pc40qmebwohemzmdcbm4vqbone.jpg,"[{'id': 169169, 'logo_path': none, 'name': 'the duvernay agency', 'origin_country': ''}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2008-02-08,0,97,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,how the west was one,false,6.4,7
To All the Boys: Always and Forever,https://www.nytimes.com/2021/02/11/movies/to-all-the-boys-always-and-forever-review.html,"this final installment of the netflix rom-com trilogy is earnest, bright-eyed and without a hint of cynicism.",the new york times,"subject: movies;persons: condor, lana;persons: fimognari, michael;persons: centineo, noah;creative_works: to all the boys: always and forever (movie);",2021-02-12t02:00:03+0000,482,‘to all the boys: always and forever’ review: love sweet love,none,none,a rom-com sequel that may cause cavities,none,none,none,by maya phillips,none,false,/qjhctgnjxyjqwbgldzzkywmne6e.jpg,"{'id': 569738, 'name': 'to all the boys collection', 'poster_path': '/bepyjrdm1avg6cujcimbo6w2phs.jpg', 'backdrop_path': '/rxbwudyoujpmcznbsqpetzvwjdf.jpg'}",0,"[{'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}, {'id': 18, 'name': 'drama'}]",https://www.netflix.com/title/81040397,614409,tt10676012,en,to all the boys: always and forever,senior year of high school takes center stage as lara jean returns from a family trip to korea and considers her college plans — with and without peter.,30.433,/iepqdm52f4w75fncvgrf5qoiajm.jpg,"[{'id': 63484, 'logo_path': '/avllaodqm57vkgqwlvaogiy8zs0.png', 'name': 'awesomeness films', 'origin_country': 'us'}, {'id': 172977, 'logo_path': none, 'name': 'ace entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-02-12,0,115,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",released,you never know where love will lead you.,false,7.577,1808
Young Hearts,https://www.nytimes.com/2021/02/11/movies/young-hearts-review.html,"the brother and sister filmmakers sarah sherman and zachary ray sherman deliver romance, unadorned.",the new york times,"subject: movies;creative_works: young hearts (movie);persons: sherman, sarah (film director);persons: sherman, zachary ray (1984- );",2021-02-11t12:00:06+0000,324,‘young hearts’ review: movie love by algorithm,none,none,young hearts,none,none,none,by kristen yoonsoo kim,none,false,/ecwdlp4fbji760rlphidnkhkyn9.jpg,none,60000,"[{'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}]",http://www.thunderboltinmineeye.com,562600,tt9170758,en,young hearts,two young neighbors embark on a first love relationship in which they struggle to remain kids amid the complexities of modern adolescence.,3.574,/zmuogrterxa3tken2efub3wb0eo.jpg,"[{'id': 1974, 'logo_path': '/t8p2ppdbjo282a5ttr6ln0wvkmz.png', 'name': 'duplass brothers productions', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-01-24,0,85,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,every first love lasts a lifetime.,false,7.4,14
